OID_,AreaServed,ID,COMPANY,Acronym,CoType,AreaType,Disclaimer,Disclaim2,Disclaim3,Provenance,Licence,WARNINGS,Created,LastUpdate,Version,Revisions
374,Lambton Park,83,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
375,Manse Farm,88,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
376,Martello Lakes,89,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
377,"Former Nestle Factory, Nestle's Avenue, Hayes",76,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4,extended v1_1
378,Newmarket Road,91,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
379,North Whiteley,92,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
380,Oakwood Park,94,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
381,Otterham Quay Lane,95,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
382,Palfrey Bungalow,96,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
383,St Giles Park,102,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
384,"Turners Hill Road, West Sussex",105,Independent Water Networks Ltd,IWN,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
385,Tamworth West Centurion Way,208,South Staffordshire Water,SSC,regional water only company,inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
386,"Barking Riverside Phase 2,3,4",179,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence.,Requires variation to correct the boundary,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
387,Barking Riverside Phase 1,178,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence.,Requires variation to correct the boundary,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
388,"Brewery Square, Dorchester South",180,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
389,Bromley Common,181,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
390,"Embassy Gardens Phase 2, Nine Elms, London",183,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
391,"Emersons Green, South Gloucestershire",185,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
392,"Farndon Road, Market Harborough",186,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
393,"Graylingwell Park, Chichester",187,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
394,"Great Western Park, Didcot",188,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence.,Requires variation to correct the boundary,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
395,"Hale Village,Tottenham",189,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
396,Heart Of East Greenwich,190,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence.,Requires variation to correct the boundary,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
397,"Hills Farm Lane, Horsham",191,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
398,"Kennet Island Phase 5 and 6, Reading",192,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
399,"Kennet Island Phase 7, Reading",193,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
400,Kingsbrook,194,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
401,"Kingsmere, Bicester",195,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence.,Requires variation to correct the boundary,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
402,"Marine Wharf, Deptford",196,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
403,"Millharbour Central, Millwall",197,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
404,"New South Quarter, Croydon",198,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
405,"Newlands, Waterlooville",199,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
406,"Norwich Common, Wymondham",200,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
407,"Park Views, Epsom",202,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4,corrected v1_4 - all but one of carved out areas now included
408,"Prince of Wales Drive, Battersea",203,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
409,"RAM Quarter, Wandsworth",204,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
410,"Riverlight, Battersea",205,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
411,White City,206,Leep Networks (Water) Ltd (formerly SSE Water Ltd),LEP,small new entrant water/sewerage company (sometimes referred to as a NAV),inset,This shapefile is designed for geospatial analysis only. The definitive legal record of areas remains the maps and other information set out in the appointments of companies as water and/or sewerage undertakers and subsequent area variations.,This shapefile does not include information on any premises or installations that are located outside the boundary but included in the area or that are located inside the boundary but excluded from the area.,For the purposes of geospatial analysis and visual display the Mean High Water Line has been used for any seaward boundary (although the low water mark is more likely to be the actual boundary) and islands that are part of the area may have been omitted.,This shapefile has been digitised from the legal records by the Water Services Regulation Authority (Ofwat) with support from Ordnance Survey.,This shapefile is published under the Open Government Licence., ,04/08/2020 00:00:00,25/05/2022 00:00:00,1_4, 
